"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"USAA Joint Visa","","02/04/2018","AMAZON.COM AMZN.COM/BILL AMZN.CO","True Expenses: Clothing","True Expenses","Clothing","new brown shoes",$51.48,$0.00,"Cleared"
"USAA Joint Visa","","02/04/2018","AMAZON MKTPLACE PMTS     AMZN.CO","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","Coffee Gator, doorstops",$48.45,$0.00,"Cleared"
"USAA Joint Visa","","02/03/2018","HOMESENSE #0001          FRAMING","Archive: Kiddo Spending","Archive","Kiddo Spending","Nursery chair",$531.24,$0.00,"Cleared"
"USAA Joint Visa","","02/03/2018","BRILLIANT MOVE, INC      6175244","Archive: Kiddo Spending","Archive","Kiddo Spending","Nursery chair delivery",$95.00,$0.00,"Cleared"
"USAA Joint Visa","","02/03/2018","RMV WEB TRANSACTION      857-368","True Expenses: Auto Maintenance","True Expenses","Auto Maintenance","",$60.00,$0.00,"Cleared"
"USAA Joint Visa","","02/03/2018","GRUBHUBMANDARINCAFE      GRUBHUB","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$38.38,$0.00,"Cleared"
"USAA Joint Visa","","02/03/2018","BOSTON MARKET 0015       FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$24.78,$0.00,"Cleared"
"USAA Joint Visa","","02/03/2018","CHEESECAKE NATICK        NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$21.35,$0.00,"Cleared"
"USAA Joint Visa","","02/03/2018","HOMEGOODS #0167          FRAMING","Archive: Kiddo Spending","Archive","Kiddo Spending","",$14.29,$0.00,"Cleared"
"USAA Joint Visa","","02/03/2018","GOOGLE *Google Play      g.co/he","Extras: Disposable Income","Extras","Disposable Income","",$3.76,$0.00,"Cleared"
"USAA Checking","","02/02/2018","Transfer : USAA Joint Visa","","","","conf# 1411673983",$1322.41,$0.00,"Cleared"
"USAA Joint Visa","","02/02/2018","TOYOTA OF WELLESLEY      WELLESL","True Expenses: Auto Maintenance","True Expenses","Auto Maintenance","",$94.00,$0.00,"Cleared"
"USAA Checking","","02/02/2018","PAYPAL           INST XFER  ****","Immediate Obligations: Phone Bill","Immediate Obligations","Phone Bill","",$60.00,$0.00,"Cleared"
"USAA Joint Visa","","02/02/2018","E-ZPass MA               877-627","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$20.00,$0.00,"Cleared"
"USAA Joint Visa","","02/02/2018","AMAZON.COM AMZN.COM/BILL AMZN.CO","True Expenses: Pet Expenses (excluding food and litter, which are groceries)","True Expenses","Pet Expenses (excluding food and litter, which are groceries)","slow feed bowl",$15.93,$0.00,"Cleared"
"USAA Joint Visa","","02/02/2018","HLU*Hulu 102192024-U     HULU.CO","Immediate Obligations: Internet and Streaming TV","Immediate Obligations","Internet and Streaming TV","",$11.99,$0.00,"Cleared"
"USAA Joint Visa","","02/02/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.74,$0.00,"Cleared"
"USAA Joint Visa","","02/02/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.25,$0.00,"Cleared"
"USAA Joint Visa","","02/02/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.75,$0.00,"Cleared"
"USAA Joint Visa","","02/02/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$2.30,$0.00,"Cleared"
"USAA Joint Visa","","02/02/2018","Transfer : USAA Checking","","","","conf# 1411673983",$0.00,$1322.41,"Cleared"
"USAA Checking","","02/01/2018","JPMORGAN CHASE   CHASE ACH  ****","Immediate Obligations: Mortgage","Immediate Obligations","Mortgage","",$3153.35,$0.00,"Cleared"
"USAA Joint Visa","","02/01/2018","AIRBNB                   855-424","Archive: College Station Visit!","Archive","College Station Visit!","",$430.15,$0.00,"Cleared"
"USAA Joint Visa","","02/01/2018","GULF OIL 91185461        FRAMING","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$24.59,$0.00,"Cleared"
"USAA Joint Visa","","02/01/2018","BKST B&N BOSTON U #4800  BOS","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$8.52,$0.00,"Cleared"
"USAA Joint Visa","","02/01/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$8.16,$0.00,"Cleared"
"USAA Joint Visa","","02/01/2018","BOSE PP       26079400   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.32,$0.00,"Cleared"
"USAA Joint Visa","","02/01/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","breakfast",$5.56,$0.00,"Cleared"
"USAA Joint Visa","","02/01/2018","VISIT PATREON.COM/INFO   HTTPSWW","True Expenses: News","True Expenses","News","",$5.00,$0.00,"Cleared"
"USAA Joint Visa","","02/01/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.75,$0.00,"Cleared"
"USAA Checking","","02/01/2018","BOSE CORPORATION EXPENSE    ****","Immediate Obligations: Phone Bill","Immediate Obligations","Phone Bill","",$0.00,$66.04,"Cleared"
"USAA Checking","","02/01/2018","HARVARD UNIVERSI DIR DEP    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1436.75,"Cleared"
"USAA Checking","","02/01/2018","BOSE CORPORATION PAYROLL    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1632.10,"Cleared"
"HSA","","01/31/2018","Atrius Health","True Expenses: Health/Medical (HSA-qualified)","True Expenses","Health/Medical (HSA-qualified)","BP visit 1/22",$168.58,$0.00,"Reconciled"
"USAA Joint Visa","","01/31/2018","RCN*CABLE PHONE INTERN   800-RIN","Immediate Obligations: Internet and Streaming TV","Immediate Obligations","Internet and Streaming TV","",$41.96,$0.00,"Cleared"
"USAA Joint Visa","","01/31/2018","ROCHE BROTHERS105        NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$19.21,$0.00,"Cleared"
"USAA Joint Visa","","01/31/2018","FELIPES TAQUERIA         CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$13.27,$0.00,"Cleared"
"USAA Joint Visa","","01/31/2018","TST* FRESH CITY ? NATICK NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$13.03,$0.00,"Cleared"
"USAA Joint Visa","","01/31/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$9.26,$0.00,"Cleared"
"USAA Joint Visa","","01/31/2018","BOSE PP       26079400   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.77,$0.00,"Cleared"
"USAA Joint Visa","","01/31/2018","AMZ*WASHPOST             866-216","True Expenses: News","True Expenses","News","",$3.99,$0.00,"Cleared"
"USAA Joint Visa","","01/31/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.75,$0.00,"Cleared"
"HSA","","01/31/2018","Interest Paid","True Expenses: Health/Medical (HSA-qualified)","True Expenses","Health/Medical (HSA-qualified)","",$0.00,$0.39,"Reconciled"
"USAA Savings","","01/31/2018","Interest Paid","True Expenses: Buffer Fund","True Expenses","Buffer Fund","",$0.00,$1.28,"Cleared"
"USAA Joint Visa","","01/30/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$8.71,$0.00,"Cleared"
"USAA Joint Visa","","01/30/2018","BOSE PP       26079400   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.00,$0.00,"Cleared"
"USAA Joint Visa","","01/30/2018","ROCHE BROTHERS105        NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.94,$0.00,"Cleared"
"USAA Joint Visa","","01/30/2018","PAYRANGE MOBILE APP      HTTPSPA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$5.00,$0.00,"Cleared"
"USAA Joint Visa","","01/30/2018","Amazon Services-Kindle   866-321","Extras: Disposable Income","Extras","Disposable Income","",$4.99,$0.00,"Cleared"
"USAA Joint Visa","","01/30/2018","SQ *VELOZO'S FOOD S      CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","breakfast",$4.00,$0.00,"Cleared"
"USAA Joint Visa","","01/30/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","breakfast",$3.75,$0.00,"Cleared"
"USAA Checking","","01/29/2018","CHECK # 0000001417","True Expenses: Home Maintenance","True Expenses","Home Maintenance","#1417 snow plowing",$110.00,$0.00,"Cleared"
"USAA Checking","","01/29/2018","GOOGLE FIN PLCC  PAYMENT    ****","Archive: Phone Payments","Archive","Phone Payments","",$97.11,$0.00,"Cleared"
"USAA Joint Visa","","01/29/2018","THE PUB CLE              CLEVELA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$95.30,$0.00,"Cleared"
"USAA Joint Visa","","01/29/2018","AMZ*PeachDish LLC        866-216","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$50.00,$0.00,"Cleared"
"USAA Joint Visa","","01/29/2018","DISCOUNTMAGS.COM         800-673","True Expenses: Gifts","True Expenses","Gifts","KDP bday",$49.00,$0.00,"Cleared"
"USAA Joint Visa","","01/29/2018","AMAZON.COM AMZN.COM/BILL AMZN.CO","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","tide pods",$22.07,$0.00,"Cleared"
"USAA Joint Visa","","01/29/2018","PIZZA PEDDLER            NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$20.31,$0.00,"Cleared"
"USAA Joint Visa","","01/29/2018","PANDORA*INTERNET RADIO   510-451","True Expenses: Streaming Music","True Expenses","Streaming Music","",$4.99,$0.00,"Cleared"
"USAA Joint Visa","","01/29/2018","CVS/PHARMACY #10174      BOSTON","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.69,$0.00,"Cleared"
"USAA Checking","","01/29/2018","Interest Paid","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$0.22,"Cleared"
"USAA Checking","","01/29/2018","DEPOSIT@MOBILE","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$5250.00,"Cleared"
"USAA Joint Visa","","01/28/2018","LOGAN PARKING MASSPORT   BOSTON","Archive: Ohio Baby Shower!","Archive","Ohio Baby Shower!","",$123.00,$0.00,"Cleared"
"USAA Joint Visa","","01/28/2018","GOOGLE *Google Play      g.co/he","Extras: Disposable Income","Extras","Disposable Income","star wars rebel",$17.89,$0.00,"Cleared"
"USAA Joint Visa","","01/28/2018","Spotify USA              646-837","True Expenses: Streaming Music","True Expenses","Streaming Music","",$14.99,$0.00,"Cleared"
"USAA Joint Visa","","01/28/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","breakfast",$3.75,$0.00,"Cleared"
"USAA Joint Visa","","01/28/2018","GOOGLE *Google Storage   855-836","Archive: Drive Storage","Archive","Drive Storage","",$1.99,$0.00,"Cleared"
"USAA Joint Visa","","01/27/2018","BRIGHTON #183            FAIRLAW","True Expenses: Gifts","True Expenses","Gifts","Thank you for Mom Rose",$111.02,$0.00,"Cleared"
"USAA Joint Visa","","01/27/2018","NEW YORK TIMES DIGITAL   800-698","True Expenses: News","True Expenses","News","",$12.50,$0.00,"Cleared"
"USAA Joint Visa","","01/27/2018","DDM 86 SUPERMARKET       COPLEY","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.65,$0.00,"Cleared"
"USAA Joint Visa","","01/27/2018","AMAZON MKTPLACE PMTS WWW.WWW.AMA","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","",$5.75,$0.00,"Cleared"
"USAA Joint Visa","","01/27/2018","STARBUCKS STORE 15194    AKRON","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.75,$0.00,"Cleared"
"USAA Checking","","01/26/2018","EVERSOURCE       WEB_PAY    ****","Immediate Obligations: Electric","Immediate Obligations","Electric","",$158.31,$0.00,"Cleared"
"USAA Checking","","01/26/2018","EVERSOURCE       WEB_PAY    ****","Immediate Obligations: Gas","Immediate Obligations","Gas","",$148.75,$0.00,"Cleared"
"USAA Joint Visa","","01/26/2018","JOHNNY ROCKETS BOS       EAST BO","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$25.09,$0.00,"Cleared"
"USAA Joint Visa","","01/26/2018","LYFT   *RIDE THU 7PM     LYFT.CO","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$19.44,$0.00,"Cleared"
"USAA Joint Visa","","01/26/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.40,$0.00,"Cleared"
"USAA Checking","","01/25/2018","Transfer : USAA Joint Visa","","","","",$1124.90,$0.00,"Cleared"
"USAA Joint Visa","","01/25/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.54,$0.00,"Cleared"
"USAA Joint Visa","","01/25/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$4.95,$0.00,"Cleared"
"USAA Joint Visa","","01/25/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$4.60,$0.00,"Cleared"
"USAA Joint Visa","","01/25/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","breakfast",$3.75,$0.00,"Cleared"
"USAA Joint Visa","","01/25/2018","BKST B&N BOSTON U #4800  BOS","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.69,$0.00,"Cleared"
"USAA Joint Visa","","01/25/2018","Transfer : USAA Checking","","","","",$0.00,$1124.90,"Cleared"
"USAA Checking","","01/25/2018","BOSE CORPORATION PAYROLL    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1632.10,"Cleared"
"USAA Joint Visa","","01/24/2018","AMAZON MKTPLACE PMTS     AMZN.CO","Archive: Em's Grad School","Archive","Em's Grad School","textbook",$44.30,$0.00,"Cleared"
"HSA","","01/24/2018","Monaco","True Expenses: Health/Medical (HSA-qualified)","True Expenses","Health/Medical (HSA-qualified)","",$25.00,$0.00,"Reconciled"
"USAA Joint Visa","","01/24/2018","HARVARD PARKING          617-495","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$17.00,$0.00,"Cleared"
"USAA Joint Visa","","01/24/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$11.24,$0.00,"Cleared"
"USAA Joint Visa","","01/23/2018","AMAZON.COM AMZN.COM/BILL AMZN.CO","Extras: Disposable Income","Extras","Disposable Income","car amp",$312.89,$0.00,"Cleared"
"USAA Joint Visa","","01/23/2018","USPS.COM POSTAL STORE    800-782","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","stamps",$51.25,$0.00,"Cleared"
"USAA Joint Visa","","01/23/2018","PIZZA PEDDLER            NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$24.36,$0.00,"Cleared"
"USAA Joint Visa","","01/23/2018","HARVARD CAMPUS SERVICES  CAMBRID","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.97,$0.00,"Cleared"
"USAA Joint Visa","","01/23/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.75,$0.00,"Cleared"
"USAA Checking","","01/22/2018","USAA Insurance Payment","Immediate Obligations: Home/Auto/Umbrella Insurance","Immediate Obligations","Home/Auto/Umbrella Insurance","",$362.04,$0.00,"Cleared"
"USAA Joint Visa","","01/22/2018","Netflix.com              netflix","Immediate Obligations: Internet and Streaming TV","Immediate Obligations","Internet and Streaming TV","",$10.99,$0.00,"Cleared"
"USAA Joint Visa","","01/22/2018","BOSE R   D CEN26079418   FRAMING","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.75,$0.00,"Cleared"
"USAA Checking","","01/22/2018","VENMO            CASHOUT    ****","Archive: JG's Bachelorette","Archive","JG's Bachelorette","",$0.00,$129.88,"Cleared"
"USAA Checking","","01/22/2018","VENMO            CASHOUT    ****","Archive: JG's Bachelorette","Archive","JG's Bachelorette","",$0.00,$130.00,"Cleared"
"USAA Joint Visa","","01/21/2018","NYA JOE'S #27            WALTHAM","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$72.71,$0.00,"Cleared"
